,movie_id,title,tags
3014,20616,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more. Drama Thriller competition coma infidelity obsession bathing highschool femmefatale athlete hospital swimmer swimming troubledteen JesseBradford ErikaChristensen ShiriAppleby JohnPolson"
3015,9794,Employee of the Month,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker. Comedy Romance salesclerk midlifecrisis prenzlauerberg vulgar slacker businessconsultant DaneCook JessicaSimpson DaxShepard GregCoolidge"
3016,15037,Can't Hardly Wait,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance. Comedy Drama Romance alcohol regret homophobia radio cheerleader loveletter college graduation groupie costume nerd highschool party friends dating break-up rockband popmusic americanfootballplayer infatuation washedupstar unlikelyfriendship socialoutcast womandirector jocks havingfun revengeplot JenniferLoveHewitt EthanEmbry CharlieKorsmo DeborahKaplan HarryElfont"
3017,227,The Outsiders,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events. Crime Drama streetgang children'shome comingofage gang juveniledelinquent basedonyoungadultnovel MattDillon RalphMacchio C.ThomasHowell FrancisFordCoppola"
3018,294272,Pete's Dragon,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon. Adventure Family Fantasy feralchild remake dragon orphan 1980s liveactionandanimation BryceDallasHoward OakesFegley WesBentley DavidLowery"
3019,11336,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact. Horror ScienceFiction Thriller coma sheriff basedonnovel sacrifice suspense psychopathickiller premonition independentfilm vision doctor caraccident seriesofmurders psychic darkhero gothic madness flashback ChristopherWalken BrookeAdams TomSkerritt DavidCronenberg"
3020,283445,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death. Horror hauntedhouse sequel twins ShannynSossamon JamesRansone RobertDanielSloan CiaranFoy
3021,88036,Sparkle,"Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era. Drama Music soongsisters duringcreditsstinger WhitneyHouston CeeLoGreen DerekLuke SalimAkil"
3022,10984,Valentine,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day. Horror Thriller mobbing success violenceagainstwomen revenge serialkiller valentine'sday DeniseRichards DavidBoreanaz MarleyShelton JamieBlanks
3023,22824,The Fourth Kind,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions. Mystery ScienceFiction Thriller brothersisterrelationship wheelchair hypnosis investigation cover-up ufo alaska disappearance hospital alienabduction patient psychotherapy fakedocumentary basedonsupposedlytruestory nomealaska fakedfootage audiocassette ancientastronaut anchoragealaska policefake duringcreditsstinger MillaJovovich WillPatton HakeemKae-Kazim OlatundeOsunsanmi"
3024,9526,A Prairie Home Companion,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court Drama Comedy Music usa countrymusic commercial radiopresenter radiotransmission bühnenauftritt backstage singer MerylStreep LindsayLohan VirginiaMadsen RobertAltman"
3025,39349,Sugar Hill,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City. Drama Action Thriller WesleySnipes MichaelWright DonaldFaison LeonIchaso"
3026,15983,Invasion U.S.A.,A one-man army comes to the rescue of the United States when a spy attempts an invasion. Action Thriller ChuckNorris RichardLynch MelissaProphet JosephZito
3027,14544,Roll Bounce,"From Wikipedia, the free encyclopedia. Roll Bounce is a 2005 American comedy-drama film written by Norman Vance Jr. and directed by Malcolm D. Lee. The film stars hip hop artist Bow Wow as the leader of a roller skating crew in 1970s Chicago. The film also stars Nick Cannon, Meagan Good, Brandon T. Jackson, Wesley Jonathan, Chi McBride, Kellita Smith, and Jurnee Smollett. Description above from the Wikipedia article Roll Bounce, licensed under CC-BY-SA, full list of contributors on Wikipedia. Comedy Drama Family NickCannon ShadMoss ChiMcBride MalcolmD.Lee"
3028,11545,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention. Comedy Drama privateschool lonewolf theatreplay theatregroup theatredirector independentfilm JasonSchwartzman OliviaWilliams BillMurray WesAnderson"
3029,42684,Skyline,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them. ScienceFiction missile light transformation low-budget alien fireplace losangeles cellphone rooftop duringcreditsstinger EricBalfour ScottieThompson DavidZayas ColinStrause GregStrause"
3030,268238,The Second Best Exotic Marigold Hotel,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel. Drama Comedy india retirementhome DevPatel JudiDench RichardGere JohnMadden
3031,8359,Kit Kittredge: An American Girl,"The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it. Comedy Drama Family cincinnati womandirector AbigailBreslin ChrisO'Donnell JuliaOrmond PatriciaRozema"
3032,15648,The Perfect Man,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem. Comedy Drama Family Romance mother man-womanrelation single matchmaking singlemother catfishing HilaryDuff HeatherLocklear ChrisNoth MarkRosman"
3033,41823,Mo' Better Blues,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet. Drama Romance musical DenzelWashington SpikeLee WesleySnipes SpikeLee"
3034,11891,Kung Pow: Enter the Fist,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together. As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters Action Comedy lossoffamily lossofparents supernaturalpowers invulnerability spoof evil murderhunt HuiLouChen TadHorino SteveOedekerk SteveOedekerk"
3035,9362,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground. Action Horror nevada smalltown tractor stranded cultfavorite tentacle rural graboids seismologist binoculars maneatenbymonster giantworm KevinBacon FredWard FinnCarter RonUnderwood"
3036,9902,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding. Horror Thriller lifeanddeath deathofafriend partsofdeadbody DesmondHarrington ElizaDushku EmmanuelleChriqui RobSchmidt"
3037,14729,The Long Riders,"The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge. Western History brotherbrotherrelationship jessejames coleyounger DavidCarradine KeithCarradine RobertCarradine WalterHill"
3038,9455,The Corruptor,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done. Action Crime Mystery Thriller newyork lifeanddeath gangwar police chinatown triad MarkWahlberg ChowYun-fat ByronMann JamesFoley"
3039,103731,Mud,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi. Drama river snake arkansas fugitive riverboat MatthewMcConaughey TyeSheridan JacobLofland JeffNichols
3040,10090,Reno 911!: Miami,A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series. Action Adventure Comedy Crime sex terrorist beach nudity police parody attack shootout mockumentary explosion drug LennieLoftin DannyDeVito BenGarant BenGarant
3041,164558,One Direction: This Is Us,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road. Documentary Music concert HarryStyles NiallHoran ZaynMalik MorganSpurlock"
3042,19905,"The Goods: Live Hard, Sell Hard","Who is Don Ready? Salesman? Lover? Song Stylist? Semi-professional dolphin trainer? Ready is all of the above - except for a dolphin trainer. When he’s asked to help save an ailing local car dealership from bankruptcy, Ready and his ragtag crew descend on the town of Temecula like a pack of coyotes on a basket full of burgers. Comedy duringcreditsstinger JeremyPiven VingRhames JamesBrolin NealBrennan"
3043,17710,Hey Arnold! The Movie,"When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood. Animation Family SpencerKlein FrancescaSmith JamilWalkerSmith TuckTucker"
3044,75900,My Week with Marilyn,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress. Drama basedonnovel biography historicalfigure marilynmonroe MichelleWilliams EddieRedmayne KennethBranagh SimonCurtis"
3045,9515,The Matador,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it. Action Comedy Crime Drama Thriller mexicocity midlifecrisis cocktail independentfilm stranger hitman PierceBrosnan GregKinnear HopeDavis RichardShepard"
3046,27322,Love Jones,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion. Comedy Drama Romance sex ex-boyfriend independentfilm africanamerican LarenzTate NiaLong IsaiahWashington TheodoreWitcher"
3047,328425,The Gift,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin. Thriller Mystery detective stalker gift bully psychologicalthriller JasonBateman RebeccaHall JoelEdgerton JoelEdgerton"
3048,14120,End of the Spear,"""End of the Spear"" is the story of Mincayani, a Waodani tribesman from the jungles of Ecuador. When five young missionaries, among them Jim Elliot and Nate Saint, are speared to death by the Waodani in 1956, a series of events unfold to change the lives of not only the slain missionaries' families, but also Mincayani and his people Adventure Drama drama LouieLeonardo ChadAllen JackGuzman JimHanon"
3049,10050,Get Over It,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly. Comedy Romance theatreplay theatregroup highschool fallinginlove KirstenDunst BenFoster MelissaSagemiller TommyO'Haver"
3050,1542,Office Space,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money. Comedy Crime suburbia downsizing softwareengineer burnout dallastexas beachresort coworkerrelationship laziness duringcreditsstinger businessrivalry RonLivingston JenniferAniston DavidHerman MikeJudge
3051,10490,Drop Dead Gorgeous,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight. Comedy minnesota motherrole beautycontest girlfromtheprovince hicktown evilmother motherdaughterrelationship envy prettywoman mocumentary KirstenDunst EllenBarkin DeniseRichards MichaelPatrickJann"
3052,87093,Big Eyes,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s. Drama wifehusbandrelationship artist courtcase AmyAdams ChristophWaltz KrystenRitter TimBurton"
3053,10029,Very Bad Things,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle... Comedy Crime Thriller prostitute hotel cocaine nudity psychopath stagnight friends murder independentfilm marijuana blood wedding lasvegas violence death accident JonFavreau LelandOrser CameronDiaz PeterBerg"
3054,9893,Sleepover,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs! Comedy Family highschool scavengerhunt teenagecrush slumberparty teenager teencomedy AlexaPenaVega MikaBoorem JaneLynch JoeNussbaum"
3055,11507,Body Double,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide. Crime Mystery Horror Thriller femalenudity pornography claustrophobia nudity witness police movieinmovie murder neighbor losangeles peepingtom pornactress strugglingactor voyeurism actor CraigWasson MelanieGriffith GreggHenry BrianDePalma"
3056,37931,MacGruber,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC. Action Adventure Comedy aftercreditsstinger duringcreditsstinger WillForte KristenWiig ValKilmer JormaTaccone"
3057,3472,Dirty Pretty Things,"An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart. Crime Drama Thriller londonengland prostitute hotel nightwatchman illegalimmigration immigrationlaw transplantedorgan turk delinquency ChiwetelEjiofor AudreyTautou SergiLópez StephenFrears"
3058,87818,Movie 43,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film. Comedy slapstick ensemblecast duringcreditsstinger womandirector laxative AnnaFaris EmmaStone HalleBerry GriffinDunne PeterFarrelly ElizabethBanks JamesGunn StevenBrill BrettRatner SteveCarr RustyCundieff JamesDuffy PatrikForsberg JonathanvanTulleken WillGraham"
3059,13160,Over Her Dead Body,"After his fiancée, Kate, dies in an accident on their wedding day, veterinarian Henry grows depressed. To help him move on, his sister has him visit psychic Ashley and gives her Kate's diary. Ashley uses the journal's details to convincingly deliver the fake message that Kate wants Henry to move on. However, Kate's ghost is watching over Ashley and Henry. Furious when they fall for each other, she vows to sabotage their relationship. Comedy diary romanticcomedy deathoflover spirit deathbyaccident psychic movingon EvaLongoria JasonBiggs LakeBell JeffLowell"
3060,88005,Seeking a Friend for the End of the World,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan. Comedy Drama Romance ScienceFiction asteroid roadtrip endoftheworld womandirector SteveCarell KeiraKnightley ConnieBritton LoreneScafaria"
3061,52067,Cedar Rapids,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers. Comedy hotel infidelity one-nightstand friendship swimmingpool drinking naive duringcreditsstinger AnneHeche EdHelms SigourneyWeaver MiguelArteta
3062,73,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did. Drama usa neo-nazi prison skinhead brotherbrotherrelationship rape fascism brother basketball jail school swastika losangeles family hate neonazism xenophobia interracialfriendship nazism prisonrape EdwardNorton EdwardFurlong BeverlyD'Angelo TonyKaye"
3063,134597,The Collection,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena. Horror Thriller mercenary party sequel gore escape serialkiller maskedkiller trap JoshStewart ChristopherMcDonald EmmaFitzpatrick MarcusDunstan"
3064,24034,Teacher's Pet,"Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue Animation Drama Family Music NathanLane KelseyGrammer ShaunFleming TimothyBjorklund"
3065,14283,The Red Violin,"Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake. Drama Thriller Mystery Music Romance auction violin CarloCecchi IreneGrazioli AnitaLaurenzi FrançoisGirard"
3066,404,The Straight Story,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle. Drama brotherbrotherrelationship mississippi wisconsin lawnmower iowa biography basedontruestory independentfilm familyrelationships family roadmovie RichardFarnsworth SissySpacek JaneGallowayHeitz DavidLynch"
3067,13201,Deuces Wild,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York. Action Crime Drama Romance gang newyorkcity drugoverdose StephenDorff FairuzaBalk BradRenfro ScottKalvert"
3068,209403,Bad Words,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby (Jason Bateman) eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse. Comedy competition satire spellingbee estrangedfather unlikelyfriendship angerissues JasonBateman KathrynHahn RohanChand JasonBateman"
3069,7942,"Run, Fatboy, Run","Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back. Comedy Romance fathersonrelationship newlove fiancé training rent jogging marathon wedding pregnancy SimonPegg ThandieNewton HankAzaria DavidSchwimmer"
3070,73247,Heartbeeps,Heartbeeps stars Andy Kaufman and Bernadette Peters as domestic robots who fall in love and run off together. Comedy Romance Family servant future chase lovers outlaw robot AndyKaufman BernadettePeters RandyQuaid AllanArkush
3071,253331,Black or White,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life. Drama grievingwidower widower KevinCostner JillianEstell JenniferEhle MikeBinder"
3072,34043,On the Line,'N Sync heartthrobs Lance Bass and Joey Fatone stretch their thespian muscles in their acting debut. A young man (Bass) is smitten with a girl (Emmanuelle Chriqui) he meets on a subway train and spends the rest of the movie trying to reunite with her. The man's best friend (Fatone) helps him in his quest by wallpapering Chicago with posters and signs that soon become the talk of the town. Comedy Family Romance LanceBass JoeyFatone EmmanuelleChriqui EricBross
3073,9952,Rescue Dawn,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War. Adventure Drama War warcrimes violence laotiansoldier pipesmoking ricepaddy letterfromhome ant'snest netfishing draggingsomeone ChristianBale SteveZahn MarshallBell WernerHerzog
3074,256924,Danny Collins,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon. Comedy Drama Music rockstar middleage AlPacino AnnetteBening JenniferGarner DanFogelman
3075,82532,"Jeff, Who Lives at Home","Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife. Drama Comedy slacker basement destiny glue stoner wrongnumber mumblecore JasonSegel EdHelms SusanSarandon JayDuplass MarkDuplass"
3076,41110,I Am Love,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle. Drama Romance adultery restaurant textileindustry malefriendship bourgeoisie food chef highsociety TildaSwinton FlavioParenti EdoardoGabbriellini LucaGuadagnino"
3077,134371,Atlas Shrugged Part II,"The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon. Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World. But, the motor is dead... there is no one left to decipher its secret... and, someone is watching. It’s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good. A motor that would power the World. A World whose motor would be stopped. Who is John Galt? Drama ScienceFiction Mystery aynrand SamanthaMathis JasonBeghe EsaiMorales JohnPutch"
3078,2088,Romeo Is Bleeding,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman. Action Crime Drama Thriller policeoperation sexaddiction police mafiaboss suspense badcop hitwoman GaryOldman LenaOlin AnnabellaSciorra PeterMedak
3079,10388,The Limey,"The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own. Action Crime Drama Mystery Thriller prison releasefromprison suitcase recordproducer investigation daughter loss revenge stakeout ex-con warehouse hiredkiller narcotics motelroom neo-noir 1960s TerenceStamp LesleyAnnWarren LuisGuzmán StevenSoderbergh"
3080,1640,Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption. Drama racepolitics daughter installer police fall carcrash racism losangeles bigotry socialservices collision SandraBullock DonCheadle MattDillon PaulHaggis"
3081,25520,The House of Mirth,A woman risks losing her chance of happiness with the only man she has ever loved. Drama Romance GillianAnderson DanAykroyd EleanorBron TerenceDavies
3082,27342,Malone,"Erstwhile C.I.A. assassin Richard Malone hopes for a tranquil retirement in the placid Pacific Northwest, but what he gets is a rumble with a right-wing extremist plotting a secret revolution. Adapted from the novel ""Shotgun,"" by William Wingate. Action Thriller cia assassin BurtReynolds CliffRobertson KennethMcMillan HarleyCokeliss"
3083,13689,Peaceful Warrior,A chance encounter with a stranger changes the life of a college gymnast. Drama Romance ScottMechlowicz NickNolte AmySmart VictorSalva
3084,67911,Bucky Larson: Born to Be a Star,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star. Comedy pornostar hollywood NickSwardson ChristinaRicci StephenDorff TomBrady
3085,24664,Bamboozled,"TV producer Pierre Delacroix (Damon Wayans) becomes frustrated when network brass reject his sitcom idea. Hoping to get fired, Delacroix pitches the worst idea he can think of: a minstrel show. The network not only airs it, but it incredibly becomes a smash hit. Michael Rapaport co-stars in this searing satire. Comedy Drama DamonWayans SavionGlover TommyDavidson SpikeLee"
3086,329440,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared. Horror Thriller japan forest NatalieDormer TaylorKinney YukiyoshiOzawa JasonZada"
3087,47890,Sphinx,"Egyptologist Erica Baron finds more than she bargained for during her long-planned trip to The Land of the Pharoahs - murder, theft, betrayal, love, and a mummy's curse! Adventure Mystery Thriller cairo basedonnovel egypt pyramid museum mummy murder independentfilm curse egyptologist archeologist Lesley-AnneDown FrankLangella MauriceRonet FranklinJ.Schaffner"
3088,252512,While We're Young,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple. Comedy Drama Mystery father-in-law marriage documentaryfilmmaking hipster middleage documentaryfilmmaker generation-x generation-z psychedelicdrug BenStiller NaomiWatts AdamDriver NoahBaumbach
3089,55720,A Better Life,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners. Drama california garden immigrant truck illegalimmigrant gardener stolentruck DemiánBichir JoséJulián ChelseaRendon ChrisWeitz
3090,9613,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood. Drama Mystery Thriller secret asylum bedandbreakfastplace past psychopath RalphFiennes MirandaRichardson GabrielByrne DavidCronenberg"
3091,29076,Gun Shy,"Legendary undercover DEA agent Charlie Mayough has suddenly lost his nerves of steel. On the verge of a career-induced mental breakdown, and in complete fear of trigger-happy Mafia leader Fulvio Nesstra, Charlie seeks psychiatric help and finds himself relying on the support of an unstable therapy group and nurse Judy just to get through his work. Action Comedy Romance Thriller femalenudity drugcartel nervousbreakdown SandraBullock LiamNeeson OliverPlatt EricBlakeney"
